Sentiment,Expression
4,"@fearnecotton heyy, could you play either 'We'll fight' by Something with numbers, orr 'Yours' by Dan Black. thanksies Rosie xoxo "
4,"@Justin_Theng sorry dear, can't give you morning call tmrw...haa... "
4,"I'm feeling sleepy, I need some coffee "
4,"Now, I write "
4,"@Bklyncookie - it's in my top five, so yeah, I expect a full report. "
4,"I don't wanna be just great quotes, and I don't wanna be just ramblings, although I may do both,.... from time 2 time !  "
4,"Just woke up. I wonder what God has in store for today!  JReb lip sync tonight! Woohoo!! Alright, everyone have a wonderful day!"
4,"@vampirefreak101 Oh, and I switched to 'Ghost Whisperer'  I'm so lazy today ^^"
4,"@Oprah I love you show, we Filipinos just adore you  you're my mentor! god bless! more power...you are so amazing "
4,"@jessbidgood aw, miss you too "
4,"off to veritas  shausssss, hasta ma�aana twitter"
4,"@CandidCIO hey, cool - we're going to one of the shows!! "
4,"@matthewkheafy write anything, cause all the albums are awesome haha "
4,"Watching TV with Jaysun, simply fagulous "
4,"@msv247 Stay your behind (a very nice one, at that) inside.  I'll enjoy it enough for us both since I'm such a great friend.   "
4,"@MizFitOnline Hi, how are you? Great? "
4,"local TSC has baby chicks marked down to 99cents, off to get another 25, back later "
4,"@AliceCullenlJ Hmm...how about you take me out? I know that's your favorite thing, auntie... "
4,"has fixed the game  and is now playing it, yay!"
4,"@Fearnecotton FLORENCE &amp; THE MACHINEE  i'm celebrating as i JUST finished my art coursework piece, it's a huge painting of Godron Brown!"
4,"At the &quot;souk&quot; at Madinat Jumeriah Dubai. Shops, restaurants, man made canals, boats, fake old style Arabian buildings- feels like Vegas "
4,"http://twitpic.com/3ivcd - Haha my new lil tube amp is the shit...hooked up the metal muff pedal and it sounds killer.. mad happy, heh "
4,"hey twitter people!! I'm off to church. I hope you a good day and enjoy the sun, if it's out for you  HOLLA!"
4,"Had to call my dad to brag on my breakfast (eggs, grits, biscuits, bacon, and milk gravy). He was proud "
4,"@panacea81 My day is fantastic, tried out you're Leona Lewis look for tonight, I love it! So.. Thank you!  How's your day coming along? "
4,"&quot;You�re obsessed with me, and I like that about you.&quot; Better Off Ted femslash fic  - http://babydykecate.livejournal.com/62697.html"
4,"In other news, i just did a 92 sec arm hang. Apparently, they've only seen this done TWICE. I'm so BA.  "
4,"@alexmuller I don't think I could ever do that, which is why I'm so picky about who I follow "
4,"@madinalake Little boxes, little boxes full of ticky tacky "
4,"@Jon_Favreau Jon, you're a stud!  Can't wait to see the film "
4,"in Parc now, some air pressure adjustments and that's it. Phil got asked for his first autograph. "
4,"@Alyssa_Milano cool, u got a new business. "
4,"@eighthree you'll like http://quietube.com/ then, "
4,"@herboriste you ROCK, lady ... happy birthday ... enjoy it to the fullest "
4,"720-323 to us at laserquest, and I came 5th overall "
4,"At jiffy lube waiting to leave, mmmm  donut "
4,"gonna go run, then out and about, tonight should be fun "
4,"@courtney_s i think the worse you're treating your characters, the better the story is going to be [as long as it's consistent/relevant] "
4,"Shopped Queen St in the sun yesterday, likely the last time for a while, I need to find the SF equivalent of that experience!   "
4,"Hello again new tweeples, goodness MP porn &amp; Michael Portillo are populal, I feel less alone with my Portillo love now "
4,"@abcdude I just went on Wikipedia to learn more about Jake Tapper, then looked up you. Nothing! What gives?! "
4,"http://twitpic.com/3ivpe - yah, i have a &quot;little&quot; cat "
4,"@contrabass @craftyangie record it for your new podcast, &quot;Days of Our Fairmount Lives&quot; "
4,"When you buy Blasted Mechanism CD, you can use the cd symbols to enter their website and play with Augmented Reality   http://tr.im/j7vy"
4,"My 5 year old daughter wants to dress up for the park. &quot;papa, I want to dress pretty wherever I go&quot; "
4,"@Oprah I know I'm a bit late, but Good night Oprah "
4,"@bradroll &quot;tweets&quot;, i believe, is what the kids call them these days. "
4,"chardy is sleeping on my bed, and its cute as "
4,"how should i do my hair???...considering a fade lol....hey,cassie did it "
4,"@galexkeene ah, thanks, i didn't think it was qualitfying at the shanghai F-! "
4,"Goodmorning world, i think i'm in for a beautiful, slightly hectic, amazing day. "
4,"@HunterBoone no problem, next Tuesday's fine. Just don't keep me too long, it's my birthday! lol "
4,"@hahaBecky haaaha no i want to, too. but cant think of anything. haaaha lol, see you sooon  x"
4,"Sorry,check out this link and it will save you allot of time and frustration!        http://tinyurl.com/c26bxe"
4,"Had a good afternoon spent with my best friend Haley, time to finish Stonehythe "
4,"@ChrisMDP http://twitpic.com/3ithu - Wow, that is incredible! Happy birthday to your daughter! "
4,"@pauloescalada nope, that's not the one. i should be getting it tomorrow, but the seller hasn't replied. i can't wait to buy it "
4,"@RaiscaraAvalon Good morning, you... "
4,"There is seriously no place like home.    Going home in an hour, going to my cousin's party and possibly hanging out with some friends? "
4,"OK, you two - what is #suckupsaturday? As in, 'suck it up'? @ZAGrrl @jbgrafx Thank you for the callout - you're both da best! "
4,"@jeanettejoy  Well said.  Never follow someone because of their name, follow because they have something worth listening too "
4,"@LanieFuller For editing, you get an A+++ "
4,"@davidswords talk about irony  you might need to use a different translator next time, though."
4,"You've got the moves, oh yea!  not rusty at all... Congregated with half new hope @ Timmies last night and I feel re-energized "
4,"@DonnieWahlberg It's on....today, Bulls vs Celtics! It's the only time I'll ever be backing someone other than u  Still love you though!"
4,"Oh, it was @ParksideLounge "
4,"woo-hoo! just noticed that I got to 1,000 followers, thanks everyone "
4,"@JerrieGurl good mornin hot cakes  i is feelin good yo, rockin day 3 sober. Write write write today!! holla atch ya boi"
4,"On the train between Prague and Poland, making tune on a garage tip feeling anxious &amp; excited bout putting new tunes out soon "
4,"i fainted in the hospital !! i did not scared just think it was so funny, cuz many ppl surrounding me, busy&amp; nervous, me? so peaceful!!!! "
4,"@mileycyrus have you read the book &quot;P.S. I Love You&quot;, it's really a good one "
4,"Luke , I am your fatha. "
4,"http://twitpic.com/3iwcr - 7pm @TAPE Club Berlin, cu "
4,"i think im gunna ear dresse alot this summer, i mean - i always do - but i got a thing dfor dresses latley "
4,"- Saw my baby yesterday, I'm smiling! Lol-ing @ Sem's Jigga impersonation and waiting to get my other lappy back "
4,"going to a cookout, camping &amp; listening to sirius channel 32 @ 8 pm "
4,"@markblomeley Hey Mark, how is everything with you? Let me know when you are back on Twitter. I would like to learn more about your biz. "
4,"@SaqqaraBN I do honestly I'm not evil lol I kust fell that is really bad shape to be in at 29, hope you're ok "
4,"at work now, then getting my hair done, barnes and nobles, then off to job #2... im a hustla lol! "
4,"@TobyKing_ the obvious, flame wars.  im good thanks "
4,"@mpilatow - The consequences of SEO would always be the responsibility of SEOes, not the clients. Otherwise why would clients hire SEOes "
4,"Hoping to be productive today, but S is working this afternoon ... Mommy &amp; P time "
4,"At sassy...av girl for the day and you know all day I'm playing my boys, the girls are going to get iritated. "
4,"@KarenBall1 Thanks, Karen! You too! It's shaping up to be a warm one here. My dogs are sunning themselves on the deck. "
4,"@GenevaMWilgus http://bit.ly/lAsDH I'm NOT insinuating anything hre, dear! "
4,"beautiful Saturday morning in Miami, Brickell. 79 degrees, nat too cold nat too warm "
4,"It's 66 and beautiful, taking my run outside "
4,"At work now, facilitating an alcohol and drug group starting at 8:30am. I learn from them so much sometimes, I love my job  "
4,"Working out, laying out, maxing out my card, balleting out, partying out... god a nice lil saturday planned "
4,"You might not notice it, but my travels on this trip are.. almost Biblical.  Cana, Damascus, Antioch, etc."
4,"@jackiechanfs then I would pick rushhour 1 and shanghai knights...but in the end...rushhour wins,all rushhour movies together are better "
4,"ash left her sunglasses here, so i'm gonna wear them "
4,"@keither_buckley i twitter who i want! then i'll beat you with my old ass upside down bass! that's also punk rock, but a lesser degree. "
4,"@LambT Good luck, T!  Will be tracking your progress!  "
4,"Gaki=Mikitty, Kame=Ayaya. Then they can be like GAM and kick bitches' asses while making out. WIN! "
4,"~ 'Love me, hate me, say what you want about me but all of the boys and all of the girls are begging to, if you seek Amy' - Britney  x"
4,"@emailcopywriter nice to hear you've been sharing at #urekaweekend - on what, salvation? "
4,"ah, America The Book-how could I have gone so long w/o thee? i think i've found some suitably snarky lines/pics for graduation invites "
4,"@Nubbz_ Awesome bro, its a nice mix of peeps!  #satchat"
4,"@peppergurl @tantian @duplicatekey let's all meet up during course card, k? "
4,"New company website is coming along nicely  still a little bit of work left, mostly setup of the billing system, check it out  http: ..."
4,"@LeeCarus hmm short hair, tanning up - you are going for the fighting career big time aren't you? "
4,"Toddler tip: Save all your jar lids. Million different ways for them to play with those lovely, jingly things. "
4,"@PrincessSuperC WORK C, get that promo, whoop whoop!! "
4,"Being bored and listening to music, Lacuna Coil ftw "
4,"Nice little Saturday...Farmer's Market, gym, then maybe the grocery store. I don't know, I don't know if there will be enough time "
4,"Cleaning the kitchen then making breakfast! Excited for next weekend, family is coming to visit! "
4,"Heading to Orlando for Lauren's Bachelorette party! Universal Studios, hopefully some Margaritaville, and Nelly in concert! "
4,"says, hey everybody, get off the computer and go outside and play today "
4,"@4everBrandy Morning Brandy  I love your music! I'm fine, how are you??"
4,"@MurasakiTeapot shatters instantly, with the spout it bounces it back at the attacker, its also a natural defense mechanism "
4,"noo, it's Nw Sebastian Brandt 'Trancemade'  #ASOT400"
4,"At mad city, going home at one "
4,"are going to make food!  jookern is here fucking around, and im following her to a bday party later."
4,"In the Vette, driving to Dallas to pay respects to the King "
4,"@chrisilluminati Used to be parmesan cheese, and now that I'm off cheese I make a vegan version that I still use on everything "
4,"@THE_REAL_SHAQ So you only follow STARS?!? I'm your biggest fan! I'm not asking to see you, I'm just saying follow me terd! "
4,"@melissamelisse in a pinch, seems like it could be pulled off. and my room is spotless, of course "
4,"Going to make a day in columbus... Zoo, malls and possibly bars "
4,"@vickie_allport not usually, but when you have a really old car it happens a lot i think "
4,"@angie_seattle I hope so, too "
4,"Doing some household chores. But I'm having fun with it, surprisingly. "
4,"@mkinyon perfect, and an instant scratch off once it's written down. Brilliant! "
4,"Hello everyone, Im a new member.. Thank You all so much for being my friend! "
4,"Being lazy and bored. Thinking I'd want to do something really weird.. Hmmm, joining twitter apparently wasn't weird enough. "
4,"@sean_mac glad youre good !  Anyways, wow it's like 30 C outside ! I jammed with a friend of mine today in the garden. I LOVE the sun!!"
4,"@sarahmerion i did not, although i probably should "
4,"4.5 hours and counting til vacation...  what am i doing on vacation? NOTHING  Reading, relaxing, visiting my mom, maybe fishing with hubby"
