id,duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,flv,5000000,24.0,176,144,216064,3.52
ndvA-7cic5s,195.14,h264,480,360,449106,25.0,97,4781,0,4878,2077615,8877208,0,10954823,mpeg4,5000000,29.97,480,360,59216,3.932
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,vp8,242000,29.97,176,144,221152,2.012
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,h264,3000000,15.0,1280,720,324220,22.680999999999997
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,mpeg4,3000000,12.0,1280,720,218932,5.263999999999999
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,flv,109000,15.0,640,480,217544,7.4079999999999995
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,h264,820000,12.0,320,240,139932,5.104
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,h264,109000,24.0,320,240,216820,3.228
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,mpeg4,3000000,15.0,320,240,219480,2.636
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,h264,109000,25.0,176,144,219464,2.248
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,flv,242000,29.97,1280,720,218932,9.781
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,h264,242000,29.97,176,144,219656,3.008
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,h264,5000000,15.0,480,360,155028,18.485
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,vp8,109000,24.0,1280,720,191464,14.213
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,mpeg4,5000000,24.0,480,360,129900,2.3040000000000003
3-Wy-Ftbd40,69.93833000000001,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,mpeg4,242000,24.0,1280,720,221152,6.0520000000000005
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,h264,109000,25.0,176,144,221160,3.3960000000000004
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065932999999998,77,6766,0,6843,6190779,47579961,0,53770740,flv,5000000,29.97,1280,720,219656,7.776
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,vp8,5000000,29.97,1920,1080,219480,73.805
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,242000,29.97,1920,1080,219480,13.652999999999999
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,3000000,24.0,640,480,219480,15.993
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,flv,820000,25.0,1920,1080,221152,4.5680000000000005
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,vp8,5000000,25.0,1280,720,221152,13.597000000000001
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,h264,3000000,24.0,640,480,165700,15.725
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,mpeg4,109000,29.97,176,144,216820,3.0039999999999996
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,mpeg4,539000,12.0,1920,1080,218932,7.38
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,mpeg4,109000,15.0,1920,1080,219656,9.812999999999999
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,mpeg4,5000000,29.97,320,240,216020,4.596
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,5000000,12.0,176,144,219480,0.74
1tos-YhVzA4,222.53333999999998,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,mpeg4,820000,25.0,320,240,217336,2.332
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,539000,15.0,1920,1080,219480,3.64
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,vp8,3000000,29.97,1920,1080,216820,51.955
0a6_--ZJXTE,290.01666,mpeg4,176,144,52783,12.0,61,3417,0,3478,119325,1794184,0,1913509,mpeg4,109000,25.0,640,480,125320,2.844
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,242000,29.97,320,240,219480,6.303999999999999
3DRy-Stwt9c,385.05199999999996,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,vp8,820000,24.0,1920,1080,219480,33.694
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,mpeg4,56000,12.0,176,144,221152,0.6
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,mpeg4,539000,29.97,176,144,219464,2.784
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,3000000,24.0,1920,1080,221152,27.846
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,flv,3000000,15.0,1920,1080,220900,4.68
1WrA-SRsgEk,384.45099999999996,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,flv,5000000,24.0,640,480,217828,2.376
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,vp8,820000,24.0,480,360,216056,9.105
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,mpeg4,820000,25.0,1280,720,219656,8.317
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,h264,242000,29.97,176,144,219480,4.164
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,h264,56000,25.0,1280,720,308072,14.337
X0Jk-WCWmgc,269.11835,h264,1280,720,2494855,29.0,152,7913,0,8065,11512237,72414199,0,83926436,h264,3000000,15.0,320,240,97564,14.421
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,h264,3000000,24.0,480,360,219480,26.874000000000002
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,vp8,820000,15.0,176,144,219480,0.672
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.021739999999998,74,9134,0,9208,869558,470067,0,1339625,mpeg4,3000000,15.0,640,480,221152,2.588
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,109000,12.0,176,144,219480,2.7760000000000002
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,vp8,56000,24.0,1280,720,216820,15.241
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,h264,3000000,25.0,1280,720,320080,80.449
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,flv,3000000,29.97,320,240,165700,0.42
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,h264,56000,12.0,640,480,218136,3.7560000000000002
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,flv,820000,12.0,176,144,219480,1.284
4b7b-FY4JPI,203.19799999999998,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,h264,56000,15.0,640,480,221160,5.4879999999999995
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,h264,820000,29.97,320,240,221152,5.1080000000000005
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,h264,3000000,12.0,1920,1080,585864,26.634
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,h264,56000,12.0,480,360,218664,3.5039999999999996
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,mpeg4,242000,29.97,640,480,216820,4.628
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,flv,56000,25.0,176,144,49972,0.304
3-Wy-Ftbd40,69.93833000000001,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,flv,820000,24.0,176,144,221152,0.284
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,mpeg4,3000000,24.0,320,240,221152,2.228
236x-T7D-8g,581.2330000000001,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,mpeg4,5000000,24.0,1280,720,218932,9.681000000000001
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,flv,242000,24.0,640,480,165700,0.644
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,flv,109000,24.0,1920,1080,219480,2.452
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,flv,109000,12.0,480,360,216820,0.94
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,vp8,5000000,15.0,320,240,221160,2.56
0Hwk-yGT-M4,714.3710000000001,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,mpeg4,539000,15.0,320,240,164736,3.8480000000000003
3-Wy-Ftbd40,69.93833000000001,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,mpeg4,5000000,12.0,1280,720,221152,3.4
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,mpeg4,5000000,29.97,1920,1080,217080,17.561
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,56000,12.0,1920,1080,217080,28.805999999999997
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,flv,242000,12.0,640,480,219480,1.252
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,flv,539000,25.0,640,480,221152,1.04
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,539000,12.0,320,240,217080,6.436
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,vp8,820000,15.0,480,360,219480,8.601
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,h264,56000,29.97,320,240,63332,3.0
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,mpeg4,109000,15.0,320,240,78212,1.892
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,h264,242000,24.0,480,360,221152,6.584
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,flv,56000,25.0,640,480,219480,1.1840000000000002
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,vp8,820000,12.0,1280,720,217436,19.705
1ZzJ-T2FJAw,250.017,h264,320,240,153059,29.0,128,7366,0,7494,856855,3926589,0,4783444,vp8,539000,15.0,1280,720,218664,11.993
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,vp8,539000,25.0,480,360,219464,5.64
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,539000,25.0,320,240,219480,6.263999999999999
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,vp8,3000000,24.0,480,360,165700,4.352
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,h264,242000,15.0,640,480,218932,11.433
3fmy-4uvR9U,143.03333999999998,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,vp8,3000000,15.0,640,480,219480,7.376
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,vp8,5000000,29.97,1280,720,216020,50.247
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,flv,5000000,25.0,640,480,216064,4.348
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,vp8,242000,25.0,1920,1080,219656,29.834
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,mpeg4,5000000,25.0,640,480,219480,5.272
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,flv,109000,12.0,320,240,221152,1.08
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,mpeg4,56000,29.97,1280,720,219480,8.732999999999999
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,h264,820000,25.0,640,480,217080,18.041
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,vp8,539000,12.0,1920,1080,217348,27.51
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,h264,109000,29.97,320,240,219480,3.3760000000000003
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,mpeg4,5000000,12.0,1920,1080,216820,7.587999999999999
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,mpeg4,242000,24.0,1920,1080,216820,13.589
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,mpeg4,56000,25.0,1920,1080,216820,14.057
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,h264,3000000,29.97,480,360,221152,11.917
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,vp8,539000,24.0,1280,720,219656,16.909000000000002
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,mpeg4,539000,24.0,1280,720,155028,6.228
4keb-__zqyQ,452.689,vp8,320,240,66680,5.705752400000001,42,2537,0,2579,207037,3566163,0,3773200,mpeg4,109000,15.0,176,144,247064,1.5119999999999998
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,539000,29.97,176,144,165700,5.556
25TI-jx-cag,176.90099999999998,vp8,480,360,26968,25.113636,38,4382,0,4420,393395,202954,0,596349,vp8,56000,24.0,320,240,218932,1.808
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,vp8,242000,24.0,480,360,221160,3.62
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,vp8,109000,15.0,320,240,217080,1.8719999999999999
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,h264,5000000,12.0,176,144,219480,4.52
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458000000002,30,3190,0,3220,671936,3625932,0,4297868,mpeg4,109000,15.0,176,144,216820,1.412
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,h264,5000000,24.0,1280,720,313532,58.5
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,mpeg4,539000,25.0,176,144,219480,2.26
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,5000000,24.0,640,480,221160,2.012
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,h264,109000,29.97,480,360,219656,6.507999999999999
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,h264,242000,25.0,640,480,217080,11.797
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,h264,56000,25.0,1920,1080,645952,36.586
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,mpeg4,820000,12.0,1280,720,218192,3.88
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,h264,242000,25.0,1280,720,338064,29.138
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,109000,29.97,1920,1080,221152,29.514
3_fF9rtYCQ0,256.20833999999996,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,h264,539000,15.0,1920,1080,664528,45.919
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,flv,820000,15.0,320,240,219656,1.4480000000000002
3-Wy-Ftbd40,69.93833000000001,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,flv,820000,24.0,1920,1080,221152,2.416
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,vp8,109000,12.0,1280,720,219656,8.701
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,flv,5000000,24.0,320,240,218664,0.47200000000000003
0Hwk-yGT-M4,714.3710000000001,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,flv,242000,25.0,480,360,165564,3.3480000000000003
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,5000000,15.0,1280,720,221160,1.996
236x-T7D-8g,581.2330000000001,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,flv,820000,25.0,1920,1080,218932,5.776
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,flv,539000,12.0,640,480,216820,1.456
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,flv,539000,29.97,480,360,216820,1.5919999999999999
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,mpeg4,3000000,24.0,320,240,216820,2.8960000000000004
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,flv,3000000,15.0,640,480,165700,1.264
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,mpeg4,56000,15.0,480,360,219480,2.592
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,mpeg4,820000,12.0,1920,1080,165700,6.796
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032557999999998,138,16008,0,16146,1081321,6660941,0,7742262,h264,539000,29.97,176,144,219200,3.932
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,flv,242000,15.0,176,144,86360,0.68
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,mpeg4,539000,15.0,480,360,219480,2.932
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,mpeg4,539000,29.97,480,360,219656,3.66
0Hwk-yGT-M4,714.3710000000001,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,vp8,539000,12.0,1280,720,164888,14.661
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075658999999998,82,7541,0,7623,833754,4286526,0,5120280,h264,820000,24.0,640,480,216820,16.352999999999998
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,h264,56000,15.0,1920,1080,660832,24.454
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667000000001,81,10031,0,10112,3852576,70635013,0,74487589,mpeg4,3000000,15.0,480,360,165700,2.912
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,mpeg4,539000,24.0,1920,1080,221160,12.625
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062991999999998,51,7585,0,7636,918325,7387906,0,8306231,mpeg4,3000000,24.0,320,240,221160,3.324
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,vp8,539000,24.0,480,360,221160,7.684
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,h264,3000000,25.0,1280,720,395988,78.521
3Wdg-dsGihA,340.42400000000004,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,vp8,539000,25.0,640,480,221152,4.52
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,flv,3000000,12.0,1280,720,217080,4.676
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,mpeg4,5000000,12.0,320,240,216820,2.012
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,mpeg4,3000000,25.0,1920,1080,165668,12.040999999999999
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,mpeg4,242000,29.97,480,360,219656,3.1919999999999997
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,flv,820000,15.0,176,144,219656,1.32
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,mpeg4,539000,25.0,480,360,216020,4.812
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,109000,25.0,176,144,165700,3.696
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,mpeg4,3000000,24.0,640,480,221152,4.632
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,flv,242000,25.0,640,480,218932,1.26
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,flv,3000000,24.0,640,480,217544,7.792000000000001
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,flv,5000000,25.0,1280,720,219656,5.66
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,mpeg4,242000,15.0,320,240,216820,2.832
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,flv,109000,25.0,320,240,203868,0.736
3HVJ-p8L33A,163.89700000000002,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,vp8,5000000,25.0,480,360,219656,4.9319999999999995
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,vp8,5000000,29.97,176,144,218664,1.324
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,vp8,56000,29.97,1280,720,217080,10.157
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,mpeg4,820000,15.0,176,144,216820,1.952
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062991999999998,51,7585,0,7636,918325,7387906,0,8306231,vp8,539000,12.0,320,240,221160,2.7119999999999997
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,vp8,109000,25.0,320,240,221160,1.216
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,820000,24.0,320,240,219480,6.336
1Vq6-f1kYeM,127.22166399999999,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,flv,242000,29.97,480,360,217544,7.496
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,flv,109000,25.0,176,144,216820,0.932
